4 1 -11.5091 -3.9    -23.90190983
4 2 -11.5091 -3.8    -23.80216414
4 3 -11.5091 -3.7    -23.70248413
4 4 -11.5091 -3.6    -23.60288672
4 5 -11.5091 -3.5    -23.50339314
4 6 -11.5091 -3.4    -23.40403003
4 7 -11.5091 -3.3     -23.3048308
4 8 -11.5091 -3.2    -23.20583727
4 9 -11.5091 -3.1    -23.10710176
4 10 -11.5091 -3     -23.0086896
4 11 -11.5091 -2.9    -22.91068215
4 12 -11.5091 -2.8    -22.81318053
4 13 -11.5091 -2.7    -22.71630993
4 14 -11.5091 -2.6    -22.62022472
4 15 -11.5091 -2.5    -22.52511423
4 16 -11.5091 -2.4    -22.43120906
4 17 -11.5091 -2.3    -22.33878777
4 18 -11.5091 -2.2    -22.24818322
4 19 -11.5091 -2.1     -22.1597879
4 20 -11.5091 -2    -22.07405678
4 21 -11.5091 -1.9    -21.99150613
4 22 -11.5091 -1.8    -21.91270597
4 23 -11.5091 -1.7    -21.83826399
4 24 -11.5091 -1.6    -21.76879894
4 25 -11.5091 -1.5    -21.70490273
4 26 -11.5091 -1.4     -21.6470928
4 27 -11.5091 -1.3    -21.59575927
4 28 -11.5091 -1.2    -21.55111486
4 29 -11.5091 -1.1    -21.51315746
4 30 -11.5091 -1    -21.48165521
4 31 -11.5091 -0.9    -21.45615979
4 32 -11.5091 -0.8    -21.43604763
4 33 -11.5091 -0.7    -21.42058136
4 34 -11.5091 -0.6    -21.40897936
4 35 -11.5091 -0.5    -21.40048031
4 36 -11.5091 -0.4    -21.39439277
4 37 -11.5091 -0.3    -21.39012547
4 38 -11.5091 -0.2    -21.38719902
4 39 -11.5091 -0.1    -21.38524356
4 40 -11.5091 0    -21.38398795
4 41 -11.5091 0.1    -21.38324608
4 42 -11.5091 0.2    -21.38290442
4 43 -11.5091 0.3    -21.38291385
4 44 -11.5091 0.4    -21.38328804
4 45 -11.5091 0.5    -21.38411005
4 46 -11.5091 0.6    -21.38554927
4 47 -11.5091 0.7    -21.38789018
4 48 -11.5091 0.8    -21.39157363
4 49 -11.5091 0.9    -21.39724806
4 50 -11.5091 1    -21.40582186
4 51 -11.5091 1.1    -21.41849974
4 52 -11.5091 1.2    -21.43677988
4 53 -11.5091 1.3    -21.46239053
4 54 -11.5091 1.4    -21.49716024
4 55 -11.5091 1.5    -21.54283941
4 56 -11.5091 1.6    -21.60091099
4 57 -11.5091 1.7     -21.6724339
4 58 -11.5091 1.8    -21.75795103
4 59 -11.5091 1.9    -21.85747327
4 60 -11.5091 2     -21.9705309
4 61 -11.5091 2.1    -22.09627129
4 62 -11.5091 2.2    -22.23357755
4 63 -11.5091 2.3    -22.38118636
4 64 -11.5091 2.4     -22.5377897
4 65 -11.5091 2.5    -22.70211295
4 66 -11.5091 2.6     -22.8729681
4 67 -11.5091 2.7    -23.04928462
4 68 -11.5091 2.8    -23.23012285
4 69 -11.5091 2.9    -23.41467481
4 70 -11.5091 3    -23.60225698
4 71 -11.5091 3.1    -23.79229851
4 72 -11.5091 3.2    -23.98432754
4 73 -11.5091 3.3    -24.17795721
4 74 -11.5091 3.4    -24.37287235
4 75 -11.5091 3.5    -24.56881759
4 76 -11.5091 3.6    -24.76558679
4 77 -11.5091 3.7    -24.96301414
4 78 -11.5091 3.8     -25.1609666
4 79 -11.5091 3.9    -25.35933764
4 80 -11.5091 4    -25.55804211
5 0 -11.3864 -4    -24.00170774
5 1 -11.3864 -3.9    -23.90190983
5 2 -11.3864 -3.8    -23.80216414
5 3 -11.3864 -3.7    -23.70248413
5 4 -11.3864 -3.6    -23.60288672
5 5 -11.3864 -3.5    -23.50339314
5 6 -11.3864 -3.4    -23.40403003
5 7 -11.3864 -3.3     -23.3048308
5 8 -11.3864 -3.2    -23.20583727
5 9 -11.3864 -3.1    -23.10710176
5 10 -11.3864 -3     -23.0086896
5 11 -11.3864 -2.9    -22.91068215
5 12 -11.3864 -2.8    -22.81318053
5 13 -11.3864 -2.7    -22.71630993
5 14 -11.3864 -2.6    -22.62022472
5 15 -11.3864 -2.5    -22.52511423
5 16 -11.3864 -2.4    -22.43120906
5 17 -11.3864 -2.3    -22.33878777
5 18 -11.3864 -2.2    -22.24818322
5 19 -11.3864 -2.1     -22.1597879
5 20 -11.3864 -2    -22.07405678
5 21 -11.3864 -1.9    -21.99150613
5 22 -11.3864 -1.8    -21.91270597
5 23 -11.3864 -1.7    -21.83826399
5 24 -11.3864 -1.6    -21.76879894
5 25 -11.3864 -1.5    -21.70490273
5 26 -11.3864 -1.4     -21.6470928
5 27 -11.3864 -1.3    -21.59575927
5 28 -11.3864 -1.2    -21.55111486
5 29 -11.3864 -1.1    -21.51315746
5 30 -11.3864 -1    -21.48165521
5 31 -11.3864 -0.9    -21.45615979
5 32 -11.3864 -0.8    -21.43604763
5 33 -11.3864 -0.7    -21.42058136
5 34 -11.3864 -0.6    -21.40897936
5 35 -11.3864 -0.5    -21.40048031
5 36 -11.3864 -0.4    -21.39439277
5 37 -11.3864 -0.3    -21.39012547
5 38 -11.3864 -0.2    -21.38719902
5 39 -11.3864 -0.1    -21.38524356
5 40 -11.3864 0    -21.38398795
5 41 -11.3864 0.1    -21.38324608
5 42 -11.3864 0.2    -21.38290442
5 43 -11.3864 0.3    -21.38291385
5 44 -11.3864 0.4    -21.38328804
5 45 -11.3864 0.5    -21.38411005
5 46 -11.3864 0.6    -21.38554927
5 47 -11.3864 0.7    -21.38789018
5 48 -11.3864 0.8    -21.39157363
5 49 -11.3864 0.9    -21.39724806
5 50 -11.3864 1    -21.40582186
5 51 -11.3864 1.1    -21.41849974
5 52 -11.3864 1.2    -21.43677988
5 53 -11.3864 1.3    -21.46239053
5 54 -11.3864 1.4    -21.49716024
5 55 -11.3864 1.5    -21.54283941
5 56 -11.3864 1.6    -21.60091099
5 57 -11.3864 1.7     -21.6724339
5 58 -11.3864 1.8    -21.75795103
5 59 -11.3864 1.9    -21.85747327
5 60 -11.3864 2     -21.9705309
5 61 -11.3864 2.1    -22.09627129
5 62 -11.3864 2.2    -22.23357755
5 63 -11.3864 2.3    -22.38118636
5 64 -11.3864 2.4     -22.5377897
5 65 -11.3864 2.5    -22.70211295
5 66 -11.3864 2.6     -22.8729681
5 67 -11.3864 2.7    -23.04928462
5 68 -11.3864 2.8    -23.23012285
5 69 -11.3864 2.9    -23.41467481
5 70 -11.3864 3    -23.60225698
5 71 -11.3864 3.1    -23.79229851
5 72 -11.3864 3.2    -23.98432754
5 73 -11.3864 3.3    -24.17795721
5 74 -11.3864 3.4    -24.37287235
5 75 -11.3864 3.5    -24.56881759
5 76 -11.3864 3.6    -24.76558679
5 77 -11.3864 3.7    -24.96301414
5 78 -11.3864 3.8     -25.1609666
5 79 -11.3864 3.9    -25.35933764
5 80 -11.3864 4    -25.55804211
6 0 -11.2636 -4    -24.00170774
6 1 -11.2636 -3.9    -23.90190983
6 2 -11.2636 -3.8    -23.80216414
6 3 -11.2636 -3.7    -23.70248413
6 4 -11.2636 -3.6    -23.60288672
6 5 -11.2636 -3.5    -23.50339314
6 6 -11.2636 -3.4    -23.40403003
6 7 -11.2636 -3.3     -23.3048308
6 8 -11.2636 -3.2    -23.20583727
6 9 -11.2636 -3.1    -23.10710176
6 10 -11.2636 -3     -23.0086896
6 11 -11.2636 -2.9    -22.91068215
6 12 -11.2636 -2.8    -22.81318053
6 13 -11.2636 -2.7    -22.71630993
6 14 -11.2636 -2.6    -22.62022472
6 15 -11.2636 -2.5    -22.52511423
6 16 -11.2636 -2.4    -22.43120906
6 17 -11.2636 -2.3    -22.33878777
6 18 -11.2636 -2.2    -22.24818322
6 19 -11.2636 -2.1     -22.1597879
6 20 -11.2636 -2    -22.07405678
6 21 -11.2636 -1.9    -21.99150613
6 22 -11.2636 -1.8    -21.91270597
6 23 -11.2636 -1.7    -21.83826399
6 24 -11.2636 -1.6    -21.76879894
6 25 -11.2636 -1.5    -21.70490273
6 26 -11.2636 -1.4     -21.6470928
6 27 -11.2636 -1.3    -21.59575927
6 28 -11.2636 -1.2    -21.55111486
6 29 -11.2636 -1.1    -21.51315746
6 30 -11.2636 -1    -21.48165521
6 31 -11.2636 -0.9    -21.45615979
6 32 -11.2636 -0.8    -21.43604763
6 33 -11.2636 -0.7    -21.42058136
6 34 -11.2636 -0.6    -21.40897936
6 35 -11.2636 -0.5    -21.40048031
6 36 -11.2636 -0.4    -21.39439277
6 37 -11.2636 -0.3    -21.39012547
6 38 -11.2636 -0.2    -21.38719902
6 39 -11.2636 -0.1    -21.38524356
6 40 -11.2636 0    -21.38398795
6 41 -11.2636 0.1    -21.38324608
6 42 -11.2636 0.2    -21.38290442
6 43 -11.2636 0.3    -21.38291385
6 44 -11.2636 0.4    -21.38328804
6 45 -11.2636 0.5    -21.38411005
6 46 -11.2636 0.6    -21.38554927
6 47 -11.2636 0.7    -21.38789018
6 48 -11.2636 0.8    -21.39157363
6 49 -11.2636 0.9    -21.39724806
6 50 -11.2636 1    -21.40582186
6 51 -11.2636 1.1    -21.41849974
6 52 -11.2636 1.2    -21.43677988
6 53 -11.2636 1.3    -21.46239053
6 54 -11.2636 1.4    -21.49716024
6 55 -11.2636 1.5    -21.54283941
6 56 -11.2636 1.6    -21.60091099
6 57 -11.2636 1.7     -21.6724339
6 58 -11.2636 1.8    -21.75795103
6 59 -11.2636 1.9    -21.85747327
6 60 -11.2636 2     -21.9705309
6 61 -11.2636 2.1    -22.09627129
6 62 -11.2636 2.2    -22.23357755
6 63 -11.2636 2.3    -22.38118636
6 64 -11.2636 2.4     -22.5377897
6 65 -11.2636 2.5    -22.70211295
6 66 -11.2636 2.6     -22.8729681
6 67 -11.2636 2.7    -23.04928462
